link,image,author,title,annotation
https://www.biblio-globus.ru/product/11050226,https://static1.bgshop.ru/imagehandler.ashx?filename=11050226.jpg&width=550,Балфур Э.,Ударом шпаги,"Шотландец Джереми Клефан с детства рос не в длину, а в ширину. Слыл он одиночкой и книгочеем, но, несмотря на комплекцию, пристрастился к физическим упражнениям. Став лихим фехтовальщиком, Джереми решает отправиться в пиратский рейд с флотилией Дрейка в Вест-Индию. Его ждут абордажные схватки и драки в тавернах, акулы, змеи, шпионы, заговоры, контрзаговоры… и жгучая тайна на дне шкатулки. Автор этой книги, шотландский врач сэр Эндрю Балфур, родст­венник Р.Л. Стивенсона и продолжатель его славных традиций, написал 4 романа, полных действия, интриг и романтики дальних странствий. В настоящий том «Мастеров приключений» входит первый из них — захватывающая историко-авантюрная одиссея «Ударом шпаги». Шотландец Джереми Клефан с детства рос не в длину, а в ширину. Слыл он одиночкой и книгочеем, но, несмотря на комплекцию, пристрастился к физическим упражнениям. Став лихим фехтовальщиком, Джереми решает отправиться в пиратский рейд с флотилией Дрейка в Вест-Индию. Его ждут абордажные схватки и драки в тавернах, акулы, змеи, шпионы, заговоры, контрзаговоры… и жгучая тайна на дне шкатулки. Автор этой книги, шотландский врач сэр Эндрю Балфур, родст­венник Р.Л. Стивенсона и продолжатель его славных традиций, написал 4 романа, полных действия, интриг и романтики дальних странствий. В настоящий том «Мастеров приключений» входит первый из них — захватывающая историко-авантюрная одиссея «Ударом шпаги». Характеристики Место издания: М. Серия: Мастера приключений Высота, см.: 21 Ширина, см: 13,1 Толщина, см: 2,1 Вес в граммах: 454 Возрастная категория: 12+"
https://www.biblio-globus.ru/product/11054719,https://static1.bgshop.ru/imagehandler.ashx?filename=11054719.jpg&width=550,Булгаков М.А.,"Мастер и Маргарита (с иллюстрациями П. Оринянского, новое оформление)","Юбилейное издание знаменитого романа М. Булгакова «Мастер и Маргарита» с известными и любимыми почитателями таланта писателя иллюстрациями Павла Оринянского подготовлено совместно с музеем-театром ""Булгаковский дом"". Великий роман писателя претерпел многочисленные запреты к изданию и гонения, не хуже чем судьба романа о Понтии Пилате самого Мастера. Феерическая сатира на быт и нравы Москвы 30-х годов, пронзительная история любви Мастера и Маргариты и вечная библейская тема борьбы добра со злом, роман о Понтии Пилате внутри романа -- таковы далеко не все пласты этого гениального произведения Михаила Булгакова, ставшего мировым бестселлером. Юбилейное издание знаменитого романа М. Булгакова «Мастер и Маргарита» с известными и любимыми почитателями таланта писателя иллюстрациями Павла Оринянского подготовлено совместно с музеем-театром ""Булгаковский дом"". Великий роман писателя претерпел многочисленные запреты к изданию и гонения, не хуже чем судьба романа о Понтии Пилате самого Мастера. Феерическая сатира на быт и нравы Москвы 30-х годов, пронзительная история любви Мастера и Маргариты и вечная библейская тема борьбы добра со злом, роман о Понтии Пилате внутри романа -- таковы далеко не все пласты этого гениального произведения Михаила Булгакова, ставшего мировым бестселлером. Характеристики Место издания: Москва Серия: Подарочное издание. Знаменитая классика с иллюстрациями Высота, см.: 26,5 Ширина, см: 21 Толщина, см: 3 Вес в граммах: 1 088 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/11059421,https://static1.bgshop.ru/imagehandler.ashx?filename=11059421.jpg&width=550,Чехов А.П.,Нечистые трагики и прокаженные драматурги,"Антон Павлович Чехов с юных лет был пламенным поклонником театра. «Театр мне давал много хорошего, — писал он в своих воспоминаниях, — посещая театр, мы за какие-нибудь три-четыре года поумнели и почерпнули познаний гораздо больше, чем за все девять или десять лет пребывания в гимназии». Любовь к театру обретала самые разные воплощения в творчестве автора. Чехов не только много писал для театра — он по-прежнему остается одним из самых востребованных драматургов в мире — но и сам выступал в домашних постановках, а также частенько касался театральной темы в своей прозе. В данное издание вошли рассказы автора, связанные с театром, такие как «После театра», «Критик», «Жены артистов», «Антрепренер под диваном», водевили «Медведь», «Предложение», «Трагик поневоле» и другие произведения. Антон Павлович Чехов с юных лет был пламенным поклонником театра. «Театр мне давал много хорошего, — писал он в своих воспоминаниях, — посещая театр, мы за какие-нибудь три-четыре года поумнели и почерпнули познаний гораздо больше, чем за все девять или десять лет пребывания в гимназии». Любовь к театру обретала самые разные воплощения в творчестве автора. Чехов не только много писал для театра — он по-прежнему остается одним из самых востребованных драматургов в мире — но и сам выступал в домашних постановках, а также частенько касался театральной темы в своей прозе. В данное издание вошли рассказы автора, связанные с театром, такие как «После театра», «Критик», «Жены артистов», «Антрепренер под диваном», водевили «Медведь», «Предложение», «Трагик поневоле» и другие произведения. Характеристики Место издания: Москва Серия: Эксклюзив: Русская классика Высота, см.: 18 Ширина, см: 11,6 Толщина, см: 2,9 Вес в граммах: 238 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/11059939,https://static1.bgshop.ru/imagehandler.ashx?filename=11059939.jpg&width=550,Булгаков М.А.,Белая гвардия. Дни Турбиных,"""Белая гвардия"" - первый роман писателя, посвященный событиям 1918 - 1919 годов. Сразу после выхода в журнале ""Россия"" в начале 1925 года Булгакову было предложено инсценировать роман. 5 октября 1926 года прошла премьера пьесы ""Дни Турбиных"" во МХАТе. И уже на протяжении многих лет она не сходит со сцены. ""Белая гвардия"" - первый роман писателя, посвященный событиям 1918 - 1919 годов. Сразу после выхода в журнале ""Россия"" в начале 1925 года Булгакову было предложено инсценировать роман. 5 октября 1926 года прошла премьера пьесы ""Дни Турбиных"" во МХАТе. И уже на протяжении многих лет она не сходит со сцены. Характеристики Дополнительные сведения: Под ред. А.И. Капустюк Место издания: Москва Серия: Классики и современники Высота, см.: 21 Ширина, см: 14 Толщина, см: 3 Вес в граммах: 470"
https://www.biblio-globus.ru/product/11060549,https://static1.bgshop.ru/imagehandler.ashx?filename=11060549.jpg&width=550,Кафка Ф.,Дневники,"«Дневники» Франца Кафки — записи, сделанные в период с 1910 по 1923 год. Он описывал повседневные переживания, наблюдения и сны, составлял автобиографические заметки и планы будущих работ, записывал случайные мысли и впечатления, отрывки из прочитанных книг. В них сны переплетаются с реальностью, сознание — с подсознанием. Шаг за шагом, мгновение за мгновением — и, сам того не желая, читатель постепенно погружается во внутренний мир писателя — в мир, где гениальность — почти безумна, а боль — мучительно притягательна… «Дневники» Франца Кафки — записи, сделанные в период с 1910 по 1923 год. Он описывал повседневные переживания, наблюдения и сны, составлял автобиографические заметки и планы будущих работ, записывал случайные мысли и впечатления, отрывки из прочитанных книг. В них сны переплетаются с реальностью, сознание — с подсознанием. Шаг за шагом, мгновение за мгновением — и, сам того не желая, читатель постепенно погружается во внутренний мир писателя — в мир, где гениальность — почти безумна, а боль — мучительно притягательна… Характеристики Место издания: Москва Серия: Эксклюзивная классика Высота, см.: 18 Ширина, см: 11,5 Толщина, см: 2,5 Вес в граммах: 302 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/11021874,https://static1.bgshop.ru/imagehandler.ashx?filename=11021874.jpg&width=550,Вудхаус П.Г.,Дживс и феодальная верность,"Один из лучших романов о невероятных приключениях добродушного великосветского разгильдяя Берти Вустера и его слуги, спасителя и лучшего друга – изобретательного Дживса. На сей раз Берти Вустер, кажется, превзошел самого себя в умении влипать в неприятности. Сначала он загремел в полицейский участок, а теперь ему угрожает доля намного худшая, чем тюрьма и позор, – беднягу намереваются женить. В довершение всех его несчастий Вустеру угрожает убийством ревнивый соперник. Но и это еще не все... Словом, ситуация такова, что вновь приходится надеяться лишь на чудо или на помощь хитроумного Дживса. Один из лучших романов о невероятных приключениях добродушного великосветского разгильдяя Берти Вустера и его слуги, спасителя и лучшего друга – изобретательного Дживса. На сей раз Берти Вустер, кажется, превзошел самого себя в умении влипать в неприятности. Сначала он загремел в полицейский участок, а теперь ему угрожает доля намного худшая, чем тюрьма и позор, – беднягу намереваются женить. В довершение всех его несчастий Вустеру угрожает убийством ревнивый соперник. Но и это еще не все... Словом, ситуация такова, что вновь приходится надеяться лишь на чудо или на помощь хитроумного Дживса. Характеристики Место издания: Москва Серия: Вудхаус: Дживс, Вустер и все-все-все Высота, см.: 18 Ширина, см: 11,7 Толщина, см: 2,3 Вес в граммах: 183 Возрастная категория: 12+"
https://www.biblio-globus.ru/product/11022379,https://static1.bgshop.ru/imagehandler.ashx?filename=11022379.jpg&width=550,Достоевский Ф.,Идиот,"«Идиот» — философско-психологический роман Федора Михайловича Достоевского, который оказал значительное влияние на русскую и мировую культуру. В этой книге вы найдете не только полный текст произведения, но и вступительную статью, комментарии доктора филологических наук, профессора Московского городского педагогического университета, которые помогут вам подготовиться к экзаменам. «Идиот» — философско-психологический роман Федора Михайловича Достоевского, который оказал значительное влияние на русскую и мировую культуру. В этой книге вы найдете не только полный текст произведения, но и вступительную статью, комментарии доктора филологических наук, профессора Московского городского педагогического университета, которые помогут вам подготовиться к экзаменам. Характеристики Дополнительные сведения: Худож. Белоусова Место издания: Москва Серия: Вечная классика в стиле манги Высота, см.: 22 Ширина, см: 15 Толщина, см: 3,4 Вес в граммах: 760 Возрастная категория: 12+"
https://www.biblio-globus.ru/product/11023002,https://static1.bgshop.ru/imagehandler.ashx?filename=11023002.jpg&width=550,Достоевский Ф.М.,Игрок,"Фёдор Михайлович Достоевский (1821–1881) - великий русский писатель, один из лучших романистов-классиков, мыслитель, философ и публицист. Он изменил русскую литературу раз и навсегда. ""Игрок"" - захватывающее произведение с ярко выраженными автобиографическими мотивами. Наблюдая за главным героем, читатель окунется в мир невероятных страстей, опасных поворотов судьбы, больших денег и разрушительной силы азартных игр. Фёдор Михайлович Достоевский (1821–1881) - великий русский писатель, один из лучших романистов-классиков, мыслитель, философ и публицист. Он изменил русскую литературу раз и навсегда. ""Игрок"" - захватывающее произведение с ярко выраженными автобиографическими мотивами. Наблюдая за главным героем, читатель окунется в мир невероятных страстей, опасных поворотов судьбы, больших денег и разрушительной силы азартных игр. Характеристики Место издания: Москва Серия: Читальный зал Высота, см.: 21 Ширина, см: 13 Толщина, см: 2 Вес в граммах: 201 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/11023191,https://static1.bgshop.ru/imagehandler.ashx?filename=11023191.jpg&width=550,Сервантес М. де,Дон Кихот,"Начитавшись рыцарских романов и слегка переутомившись от недостаточного пребывания на свежем воздухе, обедневший дворянин на закате жизни решает стать странствующим рыцарем и повторить подвиги своих любимых литературных героев. Раздобыв ржавые доспехи и оседлав хромую клячу, идальго Дон Кихот Ламанчский в сопровождении верного слуги Санчо Пансы отправляется в дорогу. Но реальность отличается от его фантазий, и Рыцарь печального образа, как окрестил его слуга, раз за разом попадает в нелепые ситуации: то бросит вызов стаду баранов, то плененных разбойников освободит, то потерпит поражение в бою с ветряными мельницами. Задумывавшийся как пародия на рыцарские романы, «Дон Кихот» переведен на все основные языки мира и включен во «Всемирную библиотеку» в качестве «лучшей книги всех времен и народов». В данном издании «Дон Кихот» приведен в переводе Бориса Энгельгардта. Начитавшись рыцарских романов и слегка переутомившись от недостаточного пребывания на свежем воздухе, обедневший дворянин на закате жизни решает стать странствующим рыцарем и повторить подвиги своих любимых литературных героев. Раздобыв ржавые доспехи и оседлав хромую клячу, идальго Дон Кихот Ламанчский в сопровождении верного слуги Санчо Пансы отправляется в дорогу. Но реальность отличается от его фантазий, и Рыцарь печального образа, как окрестил его слуга, раз за разом попадает в нелепые ситуации: то бросит вызов стаду баранов, то плененных разбойников освободит, то потерпит поражение в бою с ветряными мельницами. Задумывавшийся как пародия на рыцарские романы, «Дон Кихот» переведен на все основные языки мира и включен во «Всемирную библиотеку» в качестве «лучшей книги всех времен и народов». В данном издании «Дон Кихот» приведен в переводе Бориса Энгельгардта. Характеристики Место издания: Москва Серия: Эксклюзивная классика Высота, см.: 18,5 Ширина, см: 12 Толщина, см: 2,7 Вес в граммах: 324 Возрастная категория: 12+"
https://www.biblio-globus.ru/product/11024395,https://static1.bgshop.ru/imagehandler.ashx?filename=11024395.jpg&width=550,Карвер Р.,"Да помолчи уже, наконец. О чем мы говорим, когда говорим о любви","Реймонд Карвер — классик американской литературы XX века, выдающийся мастер короткой формы, наследник Хемингуэя, Фолкнера и Чехова. Его называли минималистом и «грязным реалистом», однако «в его рассказах всегда есть уникальная странность, отзвуки мифа» (Los Angeles Times). Он несколько раз получал премию О. Генри, выходил в финал Национальной книжной премии США и Пулицеровской премии, Роберт Олтмен поставил по его рассказам фильм «Короткий монтаж» (в ролях Энди Макдауэлл, Джек Леммон, Джулианна Мур, Роберт Дауни-мл., Тим Роббинс, Том Уэйтс), получивший «Золотого льва» на Венецианском кинофестивале, а сюжет снятого одним непрерывным дублем четырежды оскароносного «Бёрдмена» Алехандро Гонсалеса Иньярриту (в ролях Майкл Китон, Эдвард Нортон, Эмма Стоун, Наоми Уоттс) строится вокруг переноса на бродвейские подмостки рассказа Карвера «О чем мы говорим, когда говорим о любви». Данное издание содержит два полных авторских сборника мастера и ряд дополнительных материалов; большинство рассказов публикуются на русском впервые или в новых переводах, остальные — в новой редакции. «Карверовская Америка затуманена утратой мечты и болью, но не так хрупка, как может показаться на первый взгляд. Личная катастрофа для его героев — норма жизни» (The New York Times Book Review). Реймонд Карвер — классик американской литературы XX века, выдающийся мастер короткой формы, наследник Хемингуэя, Фолкнера и Чехова. Его называли минималистом и «грязным реалистом», однако «в его рассказах всегда есть уникальная странность, отзвуки мифа» (Los Angeles Times). Он несколько раз получал премию О. Генри, выходил в финал Национальной книжной премии США и Пулицеровской премии, Роберт Олтмен поставил по его рассказам фильм «Короткий монтаж» (в ролях Энди Макдауэлл, Джек Леммон, Джулианна Мур, Роберт Дауни-мл., Тим Роббинс, Том Уэйтс), получивший «Золотого льва» на Венецианском кинофестивале, а сюжет снятого одним непрерывным дублем четырежды оскароносного «Бёрдмена» Алехандро Гонсалеса Иньярриту (в ролях Майкл Китон, Эдвард Нортон, Эмма Стоун, Наоми Уоттс) строится вокруг переноса на бродвейские подмостки рассказа Карвера «О чем мы говорим, когда говорим о любви». Данное издание содержит два полных авторских сборника мастера и ряд дополнительных материалов; большинство рассказов публикуются на русском впервые или в новых переводах, остальные — в новой редакции. «Карверовская Америка затуманена утратой мечты и болью, но не так хрупка, как может показаться на первый взгляд. Личная катастрофа для его героев — норма жизни» (The New York Times Book Review). Характеристики Дополнительные сведения: Пер. Немцов Место издания: Москва Серия: Большой роман Высота, см.: 22 Ширина, см: 15 Толщина, см: 2,6 Вес в граммах: 670"
https://www.biblio-globus.ru/product/11026779,https://static1.bgshop.ru/imagehandler.ashx?filename=11026779.jpg&width=550,"Чехов А.П., Гоголь Н.В., Загоскин М.Н.",Бал Сатаны. Русская мистика,"Русские писатели XIX века часто вплетали в сюжеты старинные «страшилки», открывая завесу в мир тайны и мистики, где инфернальное маскируется под человеческое. Ведьминский шабаш на окраине Киева. Разговор покойников на кладбище. Ночное путешествие с призраком. Сознание человека с психическим расстройством. Это и многое другое ждет вас в сборнике «Бал Сатаны». В книгу вошли произведения А. Бестужева-Марлинского, Н. Гоголя, О. Сомова, М. Загоскина, И. Тургенева, Ф. Достоевского, А. Чехова и А. Куприна. Русские писатели XIX века часто вплетали в сюжеты старинные «страшилки», открывая завесу в мир тайны и мистики, где инфернальное маскируется под человеческое. Ведьминский шабаш на окраине Киева. Разговор покойников на кладбище. Ночное путешествие с призраком. Сознание человека с психическим расстройством. Это и многое другое ждет вас в сборнике «Бал Сатаны». В книгу вошли произведения А. Бестужева-Марлинского, Н. Гоголя, О. Сомова, М. Загоскина, И. Тургенева, Ф. Достоевского, А. Чехова и А. Куприна. Характеристики Место издания: Москва Серия: Магистраль. Главный тренд Высота, см.: 20 Ширина, см: 12,5 Толщина, см: 1,7 Вес в граммах: 309 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/11027111,https://static1.bgshop.ru/imagehandler.ashx?filename=11027111.jpg&width=550,Таркингтон Б.,Великолепные Эмберсоны,"«Великолепные Эмберсоны» — один из самых прославленных американских романов начала XX века, удостоенный Пулицеровской премии, история крушения богатой семьи, беззаветной любви и жестокого высокомерия. Главный герой книги — Джордж Эмберсон, последний отпрыск могущественного рода, эгоистичный, избалованный юноша, готовый принести в жертву своей гордости чувства самых близких людей. Однако грядет его падение: почтенный мир элегантных особняков, конных экипажей и богатых землевладельцев уходит в прошлое, уступая место многоквартирным домам, машинам и ушлым дельцам. Только любовь остается равнодушной к смене времен, лишь она одна способна спасти утратившего «великолепие» Джорджа Эмберсона. Роман Бута Таркингтона «Великолепные Эмберсоны», опубликованный в 1918 году, был восторженно встречен читателями и критикой и впоследствии трижды экранизирован (самая известная экранизация сделана Орсоном Уэллсом в 1942 году). Впервые на русском! «Великолепные Эмберсоны» — один из самых прославленных американских романов начала XX века, удостоенный Пулицеровской премии, история крушения богатой семьи, беззаветной любви и жестокого высокомерия. Главный герой книги — Джордж Эмберсон, последний отпрыск могущественного рода, эгоистичный, избалованный юноша, готовый принести в жертву своей гордости чувства самых близких людей. Однако грядет его падение: почтенный мир элегантных особняков, конных экипажей и богатых землевладельцев уходит в прошлое, уступая место многоквартирным домам, машинам и ушлым дельцам. Только любовь остается равнодушной к смене времен, лишь она одна способна спасти утратившего «великолепие» Джорджа Эмберсона. Роман Бута Таркингтона «Великолепные Эмберсоны», опубликованный в 1918 году, был восторженно встречен читателями и критикой и впоследствии трижды экранизирован (самая известная экранизация сделана Орсоном Уэллсом в 1942 году). Впервые на русском! Характеристики Дополнительные сведения: Пер. Янко Место издания: Санкт-Петербург Серия: Настроение читать Высота, см.: 19 Ширина, см: 12 Толщина, см: 1,8 Вес в граммах: 343 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/11027431,https://static1.bgshop.ru/imagehandler.ashx?filename=11027431.jpg&width=550,Лабулэ Э.,Сказки. Лабулэ,"Эдуард Рене Лефевр де Лабулэ (1811–1883) — французский писатель, поэт, юрист, политик и общественный деятель. К его многочисленным достижениям можно отнести сборник, в который вошли волшебные сказки, основанные на сюжетах самых разных народов мира. Эти истории полны необыкновенных приключений и диковинных чудес. Тексты сборника даны в переводах К. Яковенко, Н. Гарвея и С. Афонькина. Сказки проиллюстрированы талантливым английским художником Артуром Августом Диксоном (1872–1959). Эдуард Рене Лефевр де Лабулэ (1811–1883) — французский писатель, юрист и общественный деятель. Он родился в Париже и получил хорошее образование. В 1849 году он стал профессором в Коллеж де Франс — парижском учебном заведении, в котором студентам предлагались бесплатные курсы лекций, но не выдавались дипломы о высшем образовании. Там Лабулэ преподавал правоведение, параллельно занимаясь научной работой. В своих научных и публицистических статьях он освещал историю права и выражал свои взгляды на необходимое политическое устройство государства. Лабулэ был преданным сторонником идеи свободного общества. В 1865 году, после завершения гражданской войны в США, он во время беседы со скульптором Фредериком Огюстом Бартольди предложил создать монумент, знаменующий победу над рабством, — Статую Свободы; ныне это одна из главных достопримечательностей современного Нью-Йорка. Свои политические идеи Лабулэ стремился реализовать на практике. В 1870 году он был избран депутатом Национального собрания Франции, а позднее, в 1875 году, стал пожизненным сенатором. Он также был председателем Французского общества по борьбе с рабством и президентом Общества политической экономики. Помимо политической деятельности Лабулэ интересовался поэзией и литературой. Его поэтические и прозаические произведения были благожелательно приняты современниками; они остаются востребованными читающей публикой и в наши дни. Особенно известен его сборник сказок, основанных на народных сюжетах. Он был переведён на разные языки мира и неоднократно переиздавался. Эти тексты и представлены в данном издании. Пятнадцать замечательных волшебных сказок поведают читателям о небывалых чудесах, фантастических созданиях и дивных местах. Сказки сборника украшены восхитительными иллюстрациями талантливого английского художника Артура Августа Диксона (1872–1959). Будущий иллюстратор родился в Лондоне и с детства проявил необычайные способности к рисованию. Первые выставки его картин состоялись, когда Артур был еще юношей. В двадцатичетырёхлетнем возрасте он представил свои работы в Королевской академии художеств и Королевском обществе искусств. Диксон снискал признание публики и прославился далеко за пределами родного Лондона. Его работами проиллюстрированы многочисленные произведения классиков мировой литературы, таких как Чарльз Диккенс, Виктор Гюго, Элизабет Гаскелл и Вашингтон Ирвинг. Рисунки, которые он создал к текстам Лабулэ, отличаются уникальной манерой исполнения, богатой детализацией и соответствуют сказочному духу повествования. Эдуард Рене Лефевр де Лабулэ (1811–1883) — французский писатель, поэт, юрист, политик и общественный деятель. К его многочисленным достижениям можно отнести сборник, в который вошли волшебные сказки, основанные на сюжетах самых разных народов мира. Эти истории полны необыкновенных приключений и диковинных чудес. Тексты сборника даны в переводах К. Яковенко, Н. Гарвея и С. Афонькина. Сказки проиллюстрированы талантливым английским художником Артуром Августом Диксоном (1872–1959). Эдуард Рене Лефевр де Лабулэ (1811–1883) — французский писатель, юрист и общественный деятель. Он родился в Париже и получил хорошее образование. В 1849 году он стал профессором в Коллеж де Франс — парижском учебном заведении, в котором студентам предлагались бесплатные курсы лекций, но не выдавались дипломы о высшем образовании. Там Лабулэ преподавал правоведение, параллельно занимаясь научной работой. В своих научных и публицистических статьях он освещал историю права и выражал свои взгляды на необходимое политическое устройство государства. Лабулэ был преданным сторонником идеи свободного общества. В 1865 году, после завершения гражданской войны в США, он во время беседы со скульптором Фредериком Огюстом Бартольди предложил создать монумент, знаменующий победу над рабством, — Статую Свободы; ныне это одна из главных достопримечательностей современного Нью-Йорка. Свои политические идеи Лабулэ стремился реализовать на практике. В 1870 году он был избран депутатом Национального собрания Франции, а позднее, в 1875 году, стал пожизненным сенатором. Он также был председателем Французского общества по борьбе с рабством и президентом Общества политической экономики. Помимо политической деятельности Лабулэ интересовался поэзией и литературой. Его поэтические и прозаические произведения были благожелательно приняты современниками; они остаются востребованными читающей публикой и в наши дни. Особенно известен его сборник сказок, основанных на народных сюжетах. Он был переведён на разные языки мира и неоднократно переиздавался. Эти тексты и представлены в данном издании. Пятнадцать замечательных волшебных сказок поведают читателям о небывалых чудесах, фантастических созданиях и дивных местах. Сказки сборника украшены восхитительными иллюстрациями талантливого английского художника Артура Августа Диксона (1872–1959). Будущий иллюстратор родился в Лондоне и с детства проявил необычайные способности к рисованию. Первые выставки его картин состоялись, когда Артур был еще юношей. В двадцатичетырёхлетнем возрасте он представил свои работы в Королевской академии художеств и Королевском обществе искусств. Диксон снискал признание публики и прославился далеко за пределами родного Лондона. Его работами проиллюстрированы многочисленные произведения классиков мировой литературы, таких как Чарльз Диккенс, Виктор Гюго, Элизабет Гаскелл и Вашингтон Ирвинг. Рисунки, которые он создал к текстам Лабулэ, отличаются уникальной манерой исполнения, богатой детализацией и соответствуют сказочному духу повествования. Характеристики Место издания: Санкт-Петербург Серия: Библиотека мировой литературы Высота, см.: 25 Ширина, см: 18 Толщина, см: 2,5 Вес в граммах: 900 Возрастная категория: 16+"
